,datasetId,dsName,sumFormula,adduct,type
47828,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H13NO5,+Na,off
47830,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H15NO6,+K,off
47831,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H11NO6,+K,off
47832,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H12N4O5,+K,on
47833,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C17H13NO3,+Na,on
47834,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H12ClN5O3,+Na,off
47835,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C16H13O6,+H,on
47837,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H18O4,+H,off
47839,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H20NO6P,+K,on
47840,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H15NO3,+K,on
47841,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H11F3N2O5,+H,on
47842,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H10O6,+Na,off
47844,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H12O7,+K,off
47845,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H12O7,+H,off
47846,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H15NO5,+K,off
47847,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H10O6,+Na,off
47848,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C7H11NO7P2,+H,off
47849,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H13NO5,+K,off
47852,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C19H22O2,+H,off
47853,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H35NO,+H,off
47856,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H20NO6P,+Na,on
47857,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H15NO3,+Na,on
47858,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H16N2O3S,+H,on
47859,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H15NO4,+K,off
47860,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H14NO6P,+H,off
47861,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H15NO7,+K,off
47862,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H11NO6,+Na,off
47863,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H14O6S,+H,off
47864,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H12N2O,+K,off
47865,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H10O6,+H,off
47866,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H12O6,+Na,off
47867,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H13NO4,+K,off
47868,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H12N2O4,+K,off
47869,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H12N2O3S,+Na,off
47870,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H16N2O4S,+K,off
47871,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H11O6,+Na,off
47872,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H12O6S,+H,off
47873,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H10N2O,+K,off
47874,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H10N4O2S,+Na,off
47875,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C9H14O7,+K,off
47876,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H14N2O6,+K,off
47877,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H14O4,+K,off
47878,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H18N2O3,+Na,on
47879,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H14O2S,+K,off
47880,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H8F2O3,+Na,off
47881,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H14N2O4S,+K,off
47882,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H10N2O4,+K,off
47883,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C9H12O6S,+Na,off
47884,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H11NO4,+K,off
47885,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H19NO3,+Na,on
47887,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H15NO4,+K,off
47888,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H11NO3,+Na,off
47889,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H10O6,+H,off
47891,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H8O6,+H,off
47892,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H9NO3,+Na,off
47893,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C9H12NO6P,+H,off
47894,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H13NO4,+K,off
47895,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H11NO4,+K,off
47897,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H15NO3,+H,on
47898,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H21NO4,+K,on
47899,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H22N2O,+Na,on
47900,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H15N3O5,+H,on
47901,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H17NO3,+Na,on
47902,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H20NO6P,+H,on
47903,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H15NO5,+H,on
47904,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H14S2,+H,off
47905,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H10O5,+H,off
47906,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H13NO3,+K,off
47907,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C6H5ClO5,+K,on
47908,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H16ClNO,+H,on
47909,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H17O5,+Na,on
47910,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H8O5,+H,off
47911,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H8O4,+H,off
47912,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H12O2,+H,off
47913,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H14ClNO,+H,off
47914,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H9NO,+Na,off
47918,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H8O4,+H,off
47924,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C65H112O5,-H,on
47925,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C59H90O6,-H,on
47926,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C49H98NO8P,+Cl,on
47931,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C49H87O13P,-H,on
47934,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C14H22O,-H,off
47935,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C8H8O3S,-H,off
47936,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C9H8O4,-H,off
47938,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C13H18O2,-H,off
47941,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C6H6O6,+Cl,on
47942,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C6H13NO5,+Cl,on
47943,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C14H22O2,-H,off
47944,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C10H8N2O2,+Cl,off
47945,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C6H12O6,+Cl,on
47949,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C6H14O6,+Cl,on
47951,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C15H22O3,-H,off
47953,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C15H16O2,-H,off
47954,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C15H22O2,-H,off
47955,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C10H19NO3,+Cl,off
47958,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C15H20O3,+Cl,off
47960,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C18H32O3,-H,on
47963,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C20H30O2,-H,on
47964,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C17H28O3S,-H,off
47965,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C18H30O3S,-H,off
47971,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C28H42O2,-H,off
47978,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C27H41NO6,-H,off
47979,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C32H48O6,-H,off
47981,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H77NO3,-H,on
47982,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C37H70O5,+Cl,on
47984,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C27H53O12P,-H,on
47987,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H81NO3,-H,on
47988,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C35H69O8P,-H,on
47989,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H83NO3,-H,on
47990,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H72O5,+Cl,on
47991,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C37H69O8P,-H,on
47992,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H83NO3,+Cl,on
47993,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H68O5,-H,on
47994,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C34H62NO10P,-H,on
47995,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C36H53N7O6,-H,on
47996,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C37H71O8P,-H,on
47997,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C37H74NO8P,-H,on
48000,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H69O8P,-H,on
48001,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H71O8P,-H,on
48002,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H74NO7P,-H,on
48003,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H77NO8,-H,on
48004,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H78NO7P,-H,on
48006,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H74NO8P,-H,on
48007,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H76NO8P,-H,on
48008,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H72NO7P,-H,on
48009,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H71O8P,-H,on
48010,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H70O7,+Cl,on
48011,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H75O8P,-H,on
48012,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H76NO7P,-H,on
48013,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H73O8P,-H,on
48014,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C47H82O5,-H,on
48015,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H78NO7P,-H,on
48016,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H77O8P,-H,on
48017,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H80NO7P,-H,on
48018,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H82NO7P,-H,on
48019,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H79N2O6P,+Cl,on
48020,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H73NO9,+Cl,on
48021,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H77NO8,+Cl,on
48022,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H76NO7P,-H,on
48023,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H76NO8P,-H,on
48024,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H80N2O6P,+Cl,on
48025,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H74NO8P,-H,on
48026,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H77O10P,-H,on
48027,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H78NO8P,-H,on
48028,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H80NO8P,-H,on
48029,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H76NO7P,-H,on
48030,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H75O8P,-H,on
48031,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H74NO7P,-H,on
48032,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H73O8P,-H,on
48033,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H74O7,+Cl,on
48034,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H77O8P,-H,on
48035,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H80NO7P,-H,on
48036,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H84NO7P,-H,on
48037,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H74NO10P,-H,on
48038,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H76NO10P,-H,on
48039,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H74NO8P,-H,on
48040,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H78NO7P,-H,on
48041,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H80N2O6P,+Cl,on
48042,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H74NO8P,-H,on
48043,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H78NO10P,-H,on
48044,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H77NO9,+Cl,on
48045,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C40H78NO8P,+Cl,on
48046,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H78NO8P,-H,on
48047,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H80NO8P,-H,on
48048,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H75O10P,-H,on
48049,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H79O10P,-H,on
48050,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H82NO8P,-H,on
48051,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H77O10P,-H,on
48052,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H84NO8P,-H,on
48053,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H74NO8P,-H,on
48054,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H66O13,+Cl,on
48055,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H78NO8P,-H,on
48056,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H78NO7P,-H,on
48057,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H76NO8P,-H,on
48058,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H82NO7P,-H,on
48059,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H80NO7P,-H,on
48060,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H85N2O6P,-H,off
48061,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H74NO10P,-H,on
48062,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H76NO10P,-H,on
48063,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H78NO10P,-H,on
48064,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H76NO8P,-H,on
48065,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H80NO10P,-H,on
48066,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H82NO7P,+Cl,on
48067,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H80NO8P,+Cl,on
48068,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H80NO8P,-H,on
48069,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H75O10P,-H,on
48070,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H79O10P,-H,on
48071,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H82NO8P,+Cl,on
48072,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H81O10P,-H,on
48073,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H78NO8P,-H,on
48074,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H82NO8P,-H,on
48075,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H77O10P,-H,on
48076,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H82NO10P,-H,on
48077,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H80NO8P,-H,on
48078,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H80NO10P,-H,on
48079,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H84NO10P,-H,on
48080,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H74NO10P,-H,on
48081,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H82NO10P,-H,on
48082,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H70O13,+Cl,on
48083,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H76NO10P,-H,on
48084,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H80NO8P,+Cl,on
48085,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H75O10P,-H,on
48086,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H78NO10P,-H,on
48087,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C47H80NO8P,-H,on
48088,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H82NO8P,+Cl,on
48090,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H77O10P,-H,on
48091,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H79O10P,-H,on
48092,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H86NO8P,+Cl,on
48093,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H81O10P,-H,on
48094,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H76NO8P,+Cl,on
48095,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C47H84NO8P,-H,on
48096,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C44H84NO8P,+Cl,on
48097,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H84NO7P,+Cl,on
48098,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H78NO10P,-H,on
48099,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H76NO10P,-H,on
48100,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H80NO10P,-H,on
48101,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H70O14,+Cl,on
48102,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H79O13P,-H,on
48103,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H81NO10P,-H,on
48104,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H82NO10P,-H,on
48105,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C48H75O10P,-H,on
48106,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C48H77O10P,-H,on
48107,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H82NO8P,+Cl,on
48108,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H84NO8P,+Cl,on
48109,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H86NO10P,-H,on
48110,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C46H88NO10P,-H,on
48111,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H82O13P2,-H,on
48112,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C48H91NO8,+Cl,on
48113,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C48H79O10P,-H,on
48114,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C48H93NO8,+Cl,on
48115,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H81O13P,-H,on
48116,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C47H93N2O6P,+Cl,on
48117,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H79O13P,-H,on
48118,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C45H83O13P,-H,on
48119,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C48H90NO10P,-H,on
48120,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C20H8I4O5,+Cl,on
48121,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C47H81O13P,-H,on
48122,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C50H77O10P,-H,on
48123,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C50H79O10P,-H,on
48124,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C47H83O13P,-H,on
48125,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C50H84NO10P,-H,on
48126,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C49H83O13P,-H,on
48127,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C49H85O13P,-H,on
48128,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C16H30O2,-H,on
48129,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C10H12N4O5,-H,on
48130,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C17H32O2,-H,on
48132,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C16H32O3,-H,on
48133,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C18H30O3,-H,on
48134,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C15H32NO2,+Cl,on
48135,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C18H30O2,-H,on
48136,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C18H32O2,-H,on
48137,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C20H32O2,-H,on
48138,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C18H34O2,-H,on
48139,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C20H34O2,-H,on
48140,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C10H17N3O6S,-H,on
48141,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C18H13NO4,-H,on
48142,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C20H36O2,-H,on
48144,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C20H38O2,-H,on
48145,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H38O2,-H,on
48146,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H32O2,-H,on
48147,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H42O2,-H,on
48148,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H34O2,-H,on
48149,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C10H14N5O7P,-H,on
48150,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H36O2,-H,on
48152,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C24H40O2,-H,on
48153,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C21H37O6P,-H,on
48154,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C24H46O2,-H,on
48155,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H36O5,+Cl,on
48156,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C19H37O6P,-H,on
48157,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C20H36O5,+Cl,on
48158,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C21H39O6P,-H,on
48159,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H38O5,+Cl,on
48160,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C21H41O6P,-H,on
48161,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H42O6,+Cl,on
48162,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C27H45O6,-H,on
48163,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C21H44NO6P,-H,on
48164,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C22H43NO5,+Cl,on
48165,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C27H46O4S,-H,on
48166,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C21H43O7P,-H,on
48167,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C23H48NO7P,-H,on
48168,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C34H67NO3,-H,on
48169,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H76NO7P,-H,on
48170,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C34H67NO3,+Cl,on
48171,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C42H81NO3,+Cl,on
48172,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H73O8P,-H,on
48173,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H75O8P,-H,on
48174,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C39H78NO8P,-H,on
48175,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C41H74NO7P,-H,on
48176,2016-12-13_13h50m31s,ICL//LNTO26_7_3,C43H76NO8P,-H,on
48184,2017-05-31_08h59m30s,Rat51_Section2,C12H17N3O4,+K,on
48185,2017-05-31_08h59m30s,Rat51_Section2,C15H12O7,+H,off
48186,2017-05-31_08h59m30s,Rat51_Section2,C17H12O4,+Na,off
48187,2017-05-31_08h59m30s,Rat51_Section2,C11H14N4O5,+Na,off
48189,2017-05-31_08h59m30s,Rat51_Section2,C14H10O8,+H,on
48195,2017-05-31_08h59m30s,Rat51_Section2,C14H12O7,+Na,off
48196,2017-05-31_08h59m30s,Rat51_Section2,C11H16O8,+K,off
48199,2017-05-31_08h59m30s,Rat51_Section2,C18H14O4,+Na,off
48205,2017-05-31_08h59m30s,Rat51_Section2,C17H12O4,+K,on
48212,2017-05-31_08h59m30s,Rat51_Section2,C20H32O2,+Na,on
48213,2017-05-31_08h59m30s,Rat51_Section2,C12H20N2O7,+Na,on
48215,2017-05-31_08h59m30s,Rat51_Section2,C11H19NO10,+H,on
48219,2017-05-31_08h59m30s,Rat51_Section2,C17H10O6,+Na,off
